0.000001	1.000000	2.000000
0.125600	0.997373	1.979032
0.251200	0.989516	1.916920
0.376800	0.976504	1.815999
0.502400	0.958460	1.680045
0.628000	0.935553	1.514107
0.753600	0.907999	1.324281
0.879200	0.876057	1.117441
1.004800	0.840023	0.900936
1.130400	0.800232	0.682275
1.256000	0.757054	0.468802
1.381600	0.710883	0.267391
1.507200	0.662141	0.084163
1.632800	0.611268	-0.075753
1.758400	0.558720	-0.208408
1.884000	0.504964	-0.311167
2.009600	0.450468	-0.382769
2.135200	0.395704	-0.423334
2.260800	0.341138	-0.434295
2.386400	0.287223	-0.418277
2.512000	0.234401	-0.378918
2.637600	0.183093	-0.320655
2.763200	0.133695	-0.248476
2.888800	0.086579	-0.167654
3.014400	0.042081	-0.083483
3.140000	0.000507	-0.001014
3.265600	-0.037877	0.075171
3.391200	-0.072843	0.141170
3.516800	-0.104204	0.193910
3.642400	-0.131818	0.231260
3.768000	-0.155583	0.252088
3.893600	-0.175443	0.256259
4.019200	-0.191384	0.244587
4.144800	-0.203436	0.218734
4.270400	-0.211667	0.181076
4.396000	-0.216189	0.134528
4.521600	-0.217148	0.082357
4.647200	-0.214726	0.027976
4.772800	-0.209138	-0.025253
4.898400	-0.200627	-0.074208
5.024000	-0.189459	-0.116173
5.149600	-0.175924	-0.148977
5.275200	-0.160327	-0.171090
5.400800	-0.142989	-0.181685
5.526400	-0.124238	-0.180653
5.652000	-0.104406	-0.168580
5.777600	-0.083827	-0.146679
5.903200	-0.062831	-0.116699
6.028800	-0.041741	-0.080796
6.154400	-0.020868	-0.041390
6.280000	-0.000507	-0.001014
6.405600	0.019063	0.037840
6.531200	0.037586	0.072871
6.656800	0.054829	0.102092
6.782400	0.070585	0.123942
6.908000	0.084677	0.137358
7.033600	0.096955	0.141827
7.159200	0.107302	0.137393
7.284800	0.115630	0.124636
7.410400	0.121885	0.104621
7.536000	0.126044	0.078815
7.661600	0.128113	0.048990
7.787200	0.128130	0.017101
7.912800	0.126159	-0.014832
8.038400	0.122293	-0.044851
8.164000	0.116650	-0.071174
8.289600	0.109367	-0.092299
8.415200	0.100605	-0.107087
8.540800	0.090538	-0.114817
8.666400	0.079358	-0.115220
8.792000	0.067264	-0.108482
8.917600	0.054467	-0.095221
9.043200	0.041178	-0.076434
9.168800	0.027614	-0.053429
9.294400	0.013988	-0.027738
9.420000	0.000507	-0.001014
9.545600	-0.012627	0.025069
9.671200	-0.025223	0.048922
9.796800	-0.037104	0.069132
9.922400	-0.048107	0.084545
10.048000	-0.058087	0.094333
10.173600	-0.066916	0.098031
10.299200	-0.074489	0.095560
10.424800	-0.080719	0.087223
10.550400	-0.085545	0.073674
10.676000	-0.088926	0.055874
10.801600	-0.090843	0.035022
10.927200	-0.091301	0.012476
11.052800	-0.090327	-0.010332
11.178400	-0.087967	-0.031986
11.304000	-0.084290	-0.051174
11.429600	-0.079380	-0.066763
11.555200	-0.073340	-0.077867
11.680800	-0.066286	-0.083898
11.806400	-0.058350	-0.084590
11.932000	-0.049671	-0.080014
12.057600	-0.040398	-0.070563
12.183200	-0.030687	-0.056923
12.308800	-0.020695	-0.040025
12.434400	-0.010583	-0.020981
